State,District,City,Latitude,Longitude,Population,Area (in km^2),Pop_Density_per_sqkm,Trip Focus,PT_route_km_est,Coverage_km_per_km2,Accessibility_500m_pct,Avg_Trip_km_est,Fare_per_km_INR,Pct_Income_Spent_on_PT_monthly,Ridership_bus_per_day,Ridership_metro_per_day,Ridership_ipt_per_day,Frequency_score,Affordability_score,Integration_score,Reliability_score,NMT_score,City_Score,Recommended_PT_System,Recommended_PT_Reason
West Bengal,South Twenty Four Parganas,Rajpur Sonarpur,22.44,88.39,424368,49.26,8614.86,Short Trips (IPT/Bus Focus),28.619,0.581,11.28,5.68,2.25,6.787,154130,8233,194785,100,88.8,20.3,0,100,80.35,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 424,368, density 8614.86, NA% short trips, and NA% medium trips."
West Bengal,Paschim Medinipur,Medinipur,22.43,87.32,169264,0,0,Short Trips (IPT/Bus Focus),4.396,0,8.5,6.11,2.09,6.945,66351,3284,87848,79.6,89.6,19.4,20.4,100,58.34,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 169,264, density 0.0, NA% short trips, and NA% medium trips."
West Bengal,Paschim Medinipur,Kharagpur,22.35,87.23,207604,127,1634.68,Short Trips (IPT/Bus Focus),50.943,0.4011,9.74,5.91,2.3,5.611,74654,4235,120618,91.4,88.5,19.2,8.6,100,79.34,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 207,604, density 1634.68, NA% short trips, and NA% medium trips."
West Bengal,Purba Medinipur,Haldia,22.07,88.07,200827,300,669.42,Short Trips (IPT/Bus Focus),140.204,0.4673,10.64,7.18,1.82,6.247,98486,3816,96357,100,90.9,24.1,0,100,81.04,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 200,827, density 669.42, NA% short trips, and NA% medium trips."
Jharkhand,Giridih,Giridih,24.18,86.3,114533,409,280.03,Short Trips (IPT/Bus Focus),315.868,0.7723,10.41,5.86,2.13,7.364,46707,3711,57862,77.8,89.4,21.6,22.2,100,78.35,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 114,533, density 280.03, NA% short trips, and NA% medium trips."
Jharkhand,Deoghar,Deoghar,24.48,86.7,203123,338,600.96,Short Trips (IPT/Bus Focus),190.9,0.5648,11.66,7.08,1.88,5.99,77065,4347,101927,74.6,90.6,21.1,25.4,100,78.16,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 203,123, density 600.96, NA% short trips, and NA% medium trips."
Jharkhand,Dhanbad,Dhanbad,23.8,86.43,1162472,577,2014.68,Long Trips (Metro/BRT Focus),466.421,0.8084,23.02,8.01,1.95,4.145,999726,23947,314797,54.5,90.2,44.7,45.5,86.2,77.07,Bus + BRT/Trolley + IPT (plan Metro/LRT corridors) (low density: prefer Bus/BRT + IPT; metro less efficient),"Based on population 1,162,472, density 2014.68, NA% short trips, and NA% medium trips."
Jharkhand,Bokaro,Chas (Nagar Parishad),23.63,86.16,141640,0,0,Short Trips (IPT/Bus Focus),3.687,0,10.11,7.34,1.83,5.961,52350,2748,69687,49.9,90.8,19.7,50.1,100,55.58,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 141,640, density 0.0, NA% short trips, and NA% medium trips."
Jharkhand,Bokaro,Bokaro Steel City,23.67,86.15,414820,183,2266.78,Short Trips (IPT/Bus Focus),82.936,0.4532,7.78,5.89,2.12,7.644,171238,8379,203345,100,89.4,19.6,0,100,80.37,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 414,820, density 2266.78, NA% short trips, and NA% medium trips."
Jharkhand,Purbi Singhbhum,Mango,22.81,86.2,223805,0,0,Short Trips (IPT/Bus Focus),4.726,0,10.74,6.35,2.02,6.795,82539,4387,114543,95.2,89.9,20.1,4.8,100,60.02,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 223,805, density 0.0, NA% short trips, and NA% medium trips."
Jharkhand,Purbi Singhbhum,Jamshedpur,22.81,86.2,677350,224,3023.88,Short Trips (IPT/Bus Focus),104.4,0.4661,25.74,6,2.38,4.965,500426,13547,221493,100,88.1,42.5,0,100,82.46,Bus System + IPT (dedicated lanes on major corridors),"Based on population 677,350, density 3023.88, NA% short trips, and NA% medium trips."
Jharkhand,Hazaribagh,Hazaribag (Nagar Parishad),23.98,85.35,142489,0,0,Short Trips (IPT/Bus Focus),3.924,0,9.6,5.5,2.31,6.939,57566,6156,79110,73.5,88.4,21.3,26.5,100,57.74,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 142,489, density 0.0, NA% short trips, and NA% medium trips."
Jharkhand,Ranchi,Ranchi,23.34,85.31,1073427,652.02,1646.31,Short Trips (IPT/Bus Focus),203.114,0.3115,25.52,6.86,2.14,4.652,774585,57321,263848,46.8,89.3,42.8,53.2,89.8,76.33,Bus + BRT/Trolley + IPT (plan Metro/LRT corridors) (low density: prefer Bus/BRT + IPT; metro less efficient),"Based on population 1,073,427, density 1646.31, NA% short trips, and NA% medium trips."
Jharkhand,Saraikela-Kharsawan,Adityapur (Nagar Parishad),0,0,174355,0,0,Short Trips (IPT/Bus Focus),5.508,0,11.62,6.38,2.08,6.085,64442,3382,86829,52.2,89.6,20.7,47.8,100,55.73,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 174,355, density 0.0, NA% short trips, and NA% medium trips."
Odisha,Sambalpur,Sambalpur,21.47,83.98,189366,50,3787.32,Short Trips (IPT/Bus Focus),13.994,0.2799,10.86,5.88,2.16,7.145,68323,22118,92448,69.5,89.2,23.2,30.5,100,77.65,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 189,366, density 3787.32, NA% short trips, and NA% medium trips."
Odisha,Sundargarh,Raurkela,22.23,84.87,320040,56,5715,Short Trips (IPT/Bus Focus),30.793,0.5499,10.66,6.22,2.09,6.547,131792,21763,157524,100,89.6,23.1,0,100,80.75,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 320,040, density 5715.0, NA% short trips, and NA% medium trips."
Odisha,Mayurbhanj,Baripada,21.93,86.75,116849,40,2921.22,Short Trips (IPT/Bus Focus),26.677,0.6669,9.62,7.23,1.63,9.655,52232,2173,55433,55,91.8,21.9,45,100,76.46,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 116,849, density 2921.22, NA% short trips, and NA% medium trips."
Odisha,Baleshwar,Baleshwar,21.48,86.93,144373,38,3799.29,Short Trips (IPT/Bus Focus),23.188,0.6102,9.45,6.96,1.81,7.183,50588,4158,68491,74,91,18.9,26,100,77.94,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 144,373, density 3799.29, NA% short trips, and NA% medium trips."
Odisha,Bhadrak,Bhadrak,21.05,86.49,121338,78.86,1538.65,Short Trips (IPT/Bus Focus),38.918,0.4935,10.76,6.54,1.97,6.652,42590,4125,60038,50.1,90.2,20,49.9,100,75.54,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 121,338, density 1538.65, NA% short trips, and NA% medium trips."
Odisha,Cuttack,Cuttack,20.46,85.88,610189,398,1533.14,Short Trips (IPT/Bus Focus),161.261,0.4052,28.26,7.34,1.8,6.21,420664,13180,224061,79.4,91,42.5,20.6,100,80.84,Bus System + IPT (dedicated lanes on major corridors),"Based on population 610,189, density 1533.14, NA% short trips, and NA% medium trips."
Odisha,Khordha,Bhubaneswar,20.3,85.82,885363,185,4785.75,Long Trips (Metro/BRT Focus),61.022,0.3298,24.15,7.37,1.97,4.85,685802,44091,259057,100,90.2,43.6,0,100,82.89,Bus System + IPT (dedicated lanes on major corridors),"Based on population 885,363, density 4785.75, NA% short trips, and NA% medium trips."
Odisha,Puri,Puri,19.82,85.83,200564,17,11797.88,Short Trips (IPT/Bus Focus),8.409,0.4946,10.73,7.45,1.68,7.545,72283,8584,107783,96.4,91.6,20.6,3.6,100,80.44,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 200,564, density 11797.88, NA% short trips, and NA% medium trips."
Odisha,Ganjam,Brahmapur,19.31,84.79,356598,80,4457.48,Short Trips (IPT/Bus Focus),25.944,0.3243,12.52,5.52,2.32,6.757,162109,6419,177586,100,88.4,24.1,0,100,80.67,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 356,598, density 4457.48, NA% short trips, and NA% medium trips."
Chhattisgarh,Surguja,Ambikapur,23.12,83.2,121071,733,165.17,Short Trips (IPT/Bus Focus),209.444,0.2857,8.46,6.13,2.12,6.4,44094,2518,55644,37.8,89.4,18.5,62.2,100,74.04,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 121,071, density 165.17, NA% short trips, and NA% medium trips."
Chhattisgarh,Raigarh,Raigarh,21.9,83.4,150019,652,230.09,Short Trips (IPT/Bus Focus),274.911,0.4216,10.34,7.01,1.93,5.755,59888,9151,76420,100,90.4,22.2,0,100,80.78,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 150,019, density 230.09, NA% short trips, and NA% medium trips."
Chhattisgarh,Korba,Korba,22.36,82.73,363210,1996,181.97,Short Trips (IPT/Bus Focus),588.714,0.2949,10.32,5.87,2.13,7.551,151822,21865,165551,100,89.4,22.8,0,100,80.69,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 363,210, density 181.97, NA% short trips, and NA% medium trips."
Chhattisgarh,Bilaspur,Bilaspur,22.08,82.15,349107,448,779.26,Short Trips (IPT/Bus Focus),211.527,0.4722,12.66,5.79,2.31,5.879,131544,6703,184957,100,88.4,21.6,0,100,80.42,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 349,107, density 779.26, NA% short trips, and NA% medium trips."
Chhattisgarh,Rajnandgaon,Rajnandgaon,21.1,81.03,163114,745,218.94,Short Trips (IPT/Bus Focus),283.775,0.3809,10.52,6.61,1.97,6.492,62081,5513,78751,100,90.2,20.8,0,100,80.61,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 163,114, density 218.94, NA% short trips, and NA% medium trips."
Chhattisgarh,Durg,Bhilai Nagar,21.21,81.38,618611,341,1814.11,Short Trips (IPT/Bus Focus),179.308,0.5258,27.18,7.26,1.83,6.03,417439,12496,222453,64.6,90.8,41.3,35.4,100,79.21,Bus System + IPT (dedicated lanes on major corridors),"Based on population 618,611, density 1814.11, NA% short trips, and NA% medium trips."
Chhattisgarh,Durg,Durg,21.19,81.28,268806,639,420.67,Short Trips (IPT/Bus Focus),354.135,0.5542,8.7,6.67,1.98,6.253,111017,5430,127414,100,90.1,20.2,0,100,80.54,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 268,806, density 420.67, NA% short trips, and NA% medium trips."
Chhattisgarh,Raipur,Raipur,21.25,81.63,1027264,653,1573.15,Long Trips (Metro/BRT Focus),283.973,0.4349,26.9,7.41,1.97,4.753,799211,70470,237503,36.5,90.2,46.2,63.5,86.7,75.47,Bus + BRT/Trolley + IPT (plan Metro/LRT corridors) (low density: prefer Bus/BRT + IPT; metro less efficient),"Based on population 1,027,264, density 1573.15, NA% short trips, and NA% medium trips."
Chhattisgarh,Dhamtari,Dhamtari,20.71,81.55,101677,681,149.31,Short Trips (IPT/Bus Focus),315.088,0.4627,8.72,7.02,1.82,6.897,39369,1973,50045,39.4,90.9,19.4,60.6,100,74.52,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 101,677, density 149.31, NA% short trips, and NA% medium trips."
Chhattisgarh,Bastar,Jagdalpur,19.07,82.03,125463,720,174.25,Short Trips (IPT/Bus Focus),301.181,0.4183,8.61,6.89,1.89,6.446,50536,2585,62029,39.9,90.6,19.9,60.1,100,74.57,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 125,463, density 174.25, NA% short trips, and NA% medium trips."
Madhya Pradesh,Morena,Morena,26.5,78,200482,1071,187.19,Short Trips (IPT/Bus Focus),392.925,0.3669,8.55,6.46,2,6.763,76183,4130,99279,80.2,90,19.1,19.8,100,78.43,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 200,482, density 187.19, NA% short trips, and NA% medium trips."
Madhya Pradesh,Bhind,Bhind,26.56,78.79,197585,1189,166.18,Short Trips (IPT/Bus Focus),565.632,0.4757,10.3,6.24,2.08,6.413,74490,3952,85238,93.1,89.6,20.1,6.9,100,79.76,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 197,585, density 166.18, NA% short trips, and NA% medium trips."
Madhya Pradesh,Gwalior,Gwalior,26.22,78.18,1054420,2668,395.21,Long Trips (Metro/BRT Focus),1681.449,0.6302,22.4,8.46,1.76,4.601,854291,94898,179462,47.2,91.2,44.9,52.8,74.5,75.34,Bus + BRT/Trolley + IPT (plan Metro/LRT corridors) (low density: prefer Bus/BRT + IPT; metro less efficient),"Based on population 1,054,420, density 395.21, NA% short trips, and NA% medium trips."
Madhya Pradesh,Datia,Datia,25.67,78.46,100284,1206,83.15,Short Trips (IPT/Bus Focus),373.621,0.3098,7.76,7.23,1.88,5.713,44326,2026,48658,40.3,90.6,20.6,59.7,100,74.68,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 100,284, density 83.15, NA% short trips, and NA% medium trips."
Madhya Pradesh,Shivpuri,Shivpuri,25.42,77.66,179977,1937,92.92,Short Trips (IPT/Bus Focus),777.417,0.4014,11.82,6.78,1.86,7.399,74043,3672,91176,100,90.7,22.3,0,100,80.84,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 179,977, density 92.92, NA% short trips, and NA% medium trips."
Madhya Pradesh,Chhatarpur,Chhatarpur,24.92,79.58,142128,1065,133.45,Short Trips (IPT/Bus Focus),500.206,0.4697,10.07,6.12,2.25,5.494,54691,2814,78170,78.1,88.8,20.2,21.9,100,78.15,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 142,128, density 133.45, NA% short trips, and NA% medium trips."
Madhya Pradesh,Sagar,Sagar,23.83,78.75,274556,2157,127.29,Short Trips (IPT/Bus Focus),759.255,0.352,11.42,6.92,1.78,8.031,105869,5326,121518,100,91.1,21.1,0,100,80.77,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 274,556, density 127.29, NA% short trips, and NA% medium trips."
Madhya Pradesh,Damoh,Damoh,23.84,79.44,139561,1227,113.74,Short Trips (IPT/Bus Focus),644.284,0.5251,10.06,6.44,2,6.57,56355,2987,78238,100,90,20.9,0,100,80.59,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 139,561, density 113.74, NA% short trips, and NA% medium trips."
Madhya Pradesh,Satna,Satna,24.58,80.83,282977,0,0,Short Trips (IPT/Bus Focus),5.069,0,7.84,7.47,1.77,6.165,111097,14998,147884,100,91.2,20.1,0,100,60.69,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 282,977, density 0.0, NA% short trips, and NA% medium trips."
Madhya Pradesh,Rewa,Rewa,24.53,81.3,235654,0,0,Short Trips (IPT/Bus Focus),4.925,0,9.2,8.01,1.64,6.336,102934,5043,119571,100,91.8,21.4,0,100,60.91,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 235,654, density 0.0, NA% short trips, and NA% medium trips."
Madhya Pradesh,Neemuch,Neemuch,24.47,74.87,128561,566,227.14,Short Trips (IPT/Bus Focus),130.335,0.2303,11.3,6.42,1.99,6.917,53687,2494,63741,63.2,90,22.1,36.8,100,77.03,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 128,561, density 227.14, NA% short trips, and NA% medium trips."
Madhya Pradesh,Mandsaur,Mandsaur,24.08,75.07,141667,935,151.52,Short Trips (IPT/Bus Focus),393.759,0.4211,9.64,7.3,1.77,6.615,58112,2890,75055,57.2,91.2,20.8,42.8,100,76.48,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 141,667, density 151.52, NA% short trips, and NA% medium trips."
Madhya Pradesh,Ratlam,Ratlam,23.33,75.04,264914,1321,200.54,Short Trips (IPT/Bus Focus),407.867,0.3088,9.89,6.29,2.03,6.802,114867,5192,127053,100,89.8,21.7,0,100,80.64,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 264,914, density 200.54, NA% short trips, and NA% medium trips."
Madhya Pradesh,Ujjain,Nagda,0,0,100039,652,153.43,Short Trips (IPT/Bus Focus),332.563,0.5101,12.36,6.91,1.85,6.887,43677,2061,48379,36.9,90.8,23.5,63.1,100,74.66,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 100,039, density 153.43, NA% short trips, and NA% medium trips."
Madhya Pradesh,Ujjain,Ujjain,23.18,75.78,515215,745,691.56,Short Trips (IPT/Bus Focus),203.578,0.2733,21.4,6.09,2.32,5.118,347770,19784,192690,100,88.4,38,0,97.7,81.83,Bus System + IPT (dedicated lanes on major corridors),"Based on population 515,215, density 691.56, NA% short trips, and NA% medium trips."
Madhya Pradesh,Dewas,Dewas,22.96,76.05,289550,1001,289.26,Short Trips (IPT/Bus Focus),485.073,0.4846,10.63,6.41,2.04,6.281,116399,5849,157052,100,89.8,21.2,0,100,80.59,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 289,550, density 289.26, NA% short trips, and NA% medium trips."
Madhya Pradesh,Dhar,Pithampur,22.61,75.68,126200,200,631,Short Trips (IPT/Bus Focus),74.417,0.3721,9.4,6.68,1.92,6.981,49571,3534,64715,51.3,90.4,20.3,48.7,100,75.72,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 126,200, density 631.0, NA% short trips, and NA% medium trips."
Madhya Pradesh,Indore,Indore,22.72,75.86,1992422,891,2236.16,Long Trips (Metro/BRT Focus),375.795,0.4218,25.56,7.63,1.97,4.513,1528586,72524,511654,100,90.2,43.8,0,99.9,82.9,Bus + BRT/Trolley + IPT (plan Metro/LRT corridors) (low density: prefer Bus/BRT + IPT; metro less efficient),"Based on population 1,992,422, density 2236.16, NA% short trips, and NA% medium trips."
Madhya Pradesh,Khargone (West Nimar),Khargone,21.83,75.61,116150,0,0,Short Trips (IPT/Bus Focus),5.479,0,10.65,7.09,1.85,6.317,43208,2207,58563,30.9,90.8,20.1,69.1,100,53.72,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 116,150, density 0.0, NA% short trips, and NA% medium trips."
Madhya Pradesh,Vidisha,Vidisha,23.53,77.82,155951,1071,145.61,Short Trips (IPT/Bus Focus),401.697,0.3751,11.14,6.57,2.02,6.059,63285,10667,75480,77.5,89.9,23.2,22.5,100,78.55,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 155,951, density 145.61, NA% short trips, and NA% medium trips."
Madhya Pradesh,Bhopal,Bhopal,23.26,77.41,1798218,285.88,6290.11,Long Trips (Metro/BRT Focus),222.408,0.778,23.03,7.31,2.02,4.587,1367005,36684,392371,100,89.9,41.4,0,100,82.62,Bus + BRT/Trolley + IPT (plan Metro/LRT corridors),"Based on population 1,798,218, density 6290.11, NA% short trips, and NA% medium trips."
Madhya Pradesh,Sehore,Sehore,23.2,77.1,109118,911,119.78,Short Trips (IPT/Bus Focus),370.734,0.407,8.21,6.14,2.07,7.052,38999,2117,57287,73.1,89.6,18,26.9,100,77.55,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 109,118, density 119.78, NA% short trips, and NA% medium trips."
Madhya Pradesh,Betul,Betul,21.92,77.9,103330,1347,76.71,Short Trips (IPT/Bus Focus),669.308,0.4969,11.44,6.4,2,6.861,40567,6076,48772,51.8,90,22.7,48.2,100,75.95,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 103,330, density 76.71, NA% short trips, and NA% medium trips."
Madhya Pradesh,Hoshangabad,Hoshangabad,22.74,77.74,117988,231,510.77,Short Trips (IPT/Bus Focus),156.989,0.6796,11.39,7.13,1.87,6.103,53873,2313,57083,67.3,90.6,23.5,32.7,100,77.67,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 117,988, density 510.77, NA% short trips, and NA% medium trips."
Madhya Pradesh,Katni,Murwara (Katni),23.48,80.4,221883,634,349.97,Short Trips (IPT/Bus Focus),308.82,0.4871,10.16,5.84,2.26,6.15,89774,4305,124210,100,88.7,20.9,0,100,80.4,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 221,883, density 349.97, NA% short trips, and NA% medium trips."
Madhya Pradesh,Jabalpur,Jabalpur,23.17,79.93,1069292,1147,932.25,Long Trips (Metro/BRT Focus),527.444,0.4598,25.16,7.07,2.05,4.845,834262,33790,263474,54.1,89.8,43.8,45.9,91.8,77.44,Bus + BRT/Trolley + IPT (plan Metro/LRT corridors) (low density: prefer Bus/BRT + IPT; metro less efficient),"Based on population 1,069,292, density 932.25, NA% short trips, and NA% medium trips."
Madhya Pradesh,Chhindwara,Chhindwara,22.06,78.94,175052,627,279.19,Short Trips (IPT/Bus Focus),312.262,0.498,12.86,6.04,2.15,6.41,81644,3361,81889,84.4,89.2,24.8,15.6,100,79.3,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 175,052, density 279.19, NA% short trips, and NA% medium trips."
Madhya Pradesh,Seoni,Seoni,22.09,79.54,102343,1411,72.53,Short Trips (IPT/Bus Focus),482.361,0.3419,11.44,6.7,2.01,5.853,47344,2866,42063,63.1,90,24,36.9,100,77.21,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 102,343, density 72.53, NA% short trips, and NA% medium trips."
Madhya Pradesh,Guna,Guna,24.65,77.32,180935,1636,110.6,Short Trips (IPT/Bus Focus),630.045,0.3851,7.84,6.9,1.86,6.889,83990,3872,93073,100,90.7,21.4,0,100,80.74,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 180,935, density 110.6, NA% short trips, and NA% medium trips."
Madhya Pradesh,Singrauli,Singrauli,24.2,82.65,220257,1908,115.44,Short Trips (IPT/Bus Focus),430.117,0.2254,9.67,5.82,2.27,6.193,89468,5330,105371,100,88.6,20.8,0,100,80.37,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 220,257, density 115.44, NA% short trips, and NA% medium trips."
Madhya Pradesh,Khandwa (East Nimar),Khandwa,21.83,76.35,200738,0,0,Short Trips (IPT/Bus Focus),4.068,0,12.39,7.04,1.83,6.61,89128,4175,109081,100,90.8,23.8,0,100,61,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 200,738, density 0.0, NA% short trips, and NA% medium trips."
Madhya Pradesh,Burhanpur,Burhanpur,21.31,76.23,210886,1054,200.08,Short Trips (IPT/Bus Focus),390.059,0.3701,9.83,7.39,1.75,6.623,78407,4176,110715,87.1,91.2,19.6,12.9,100,79.35,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 210,886, density 200.08, NA% short trips, and NA% medium trips."
Gujarat,Kachchh,Bhuj,23.24,69.67,148834,5936,25.07,Short Trips (IPT/Bus Focus),2572.154,0.4333,8.12,7.03,1.91,5.92,57063,7442,71113,90.1,90.4,19.9,9.9,100,79.56,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 148,834, density 25.07, NA% short trips, and NA% medium trips."
Gujarat,Kachchh,Gandhidham,23.08,70.14,247992,217,1142.82,Short Trips (IPT/Bus Focus),73.121,0.337,8.76,5.67,2.35,6.05,120475,4811,118937,100,88.2,22.7,0,100,80.5,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 247,992, density 1142.82, NA% short trips, and NA% medium trips."
Gujarat,Banas Kantha,Palanpur,24.18,72.43,141592,787,179.91,Short Trips (IPT/Bus Focus),399.663,0.5078,8.8,5.9,2.25,6.059,60120,6315,73090,54.6,88.8,21.5,45.4,100,75.93,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 141,592, density 179.91, NA% short trips, and NA% medium trips."
Gujarat,Banas Kantha,Deesa,24.26,72.19,111160,1478,75.21,Short Trips (IPT/Bus Focus),510.329,0.3453,6.6,6.8,1.99,5.836,45020,2157,62516,71.1,90,18.5,28.9,100,77.46,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 111,160, density 75.21, NA% short trips, and NA% medium trips."
Gujarat,Patan ,Patan,23.85,72.13,133737,0,0,Short Trips (IPT/Bus Focus),4.802,0,11.99,7.17,1.81,6.484,56918,2675,65959,54.2,91,22.8,45.8,100,56.35,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 133,737, density 0.0, NA% short trips, and NA% medium trips."
Gujarat,Mahesana,Mahesana,23.6,72.4,190753,843,226.28,Short Trips (IPT/Bus Focus),446.664,0.5299,8.57,7.52,1.76,6.101,79582,3701,92134,100,91.2,20.3,0,100,80.71,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 190,753, density 226.28, NA% short trips, and NA% medium trips."
Gujarat,Gandhinagar,Kalol,22.61,73.46,134426,488,275.46,Short Trips (IPT/Bus Focus),250.323,0.513,10.61,6.46,2,6.7,53690,5458,62938,44.7,90,21.7,55.3,100,75.14,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 134,426, density 275.46, NA% short trips, and NA% medium trips."
Gujarat,Gandhinagar,Gandhinagar,23.24,72.65,292797,671,436.36,Short Trips (IPT/Bus Focus),286.166,0.4265,10.16,6.51,2.01,6.305,116416,6149,153718,100,90,20.7,0,100,80.57,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 292,797, density 436.36, NA% short trips, and NA% medium trips."
Gujarat,Ahmadabad,Ahmadabad,23.03,72.58,5577940,1866,2989.25,Long Trips (Metro/BRT Focus),589.038,0.3157,43.76,7.72,2.06,4.038,4100901,1773785,771987,100,89.7,64.3,0,59.1,80.79,Metro/LRT + BRT + Bus + IPT (low density: prefer Bus/BRT + IPT; metro less efficient),"Based on population 5,577,940, density 2989.25, NA% short trips, and NA% medium trips."
Gujarat,Surendranagar,Surendranagar Dudhrej,22.72,71.72,177851,45,3952.24,Short Trips (IPT/Bus Focus),42.221,0.9382,10.64,6.05,2.15,6.425,69931,7861,95186,71.1,89.2,21.7,28.9,100,77.66,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 177,851, density 3952.24, NA% short trips, and NA% medium trips."
Gujarat,Rajkot,Morvi,22.82,70.83,210451,1070,196.68,Short Trips (IPT/Bus Focus),768.277,0.718,11.61,5.89,2.24,6.16,98154,4251,116421,100,88.8,24,0,100,80.72,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 210,451, density 196.68, NA% short trips, and NA% medium trips."
Gujarat,Rajkot,Rajkot,22.31,70.8,1323363,1115,1186.87,Long Trips (Metro/BRT Focus),710.761,0.6375,29.14,7.4,1.91,5.212,913385,101105,377158,69.4,90.4,45,30.6,89.8,78.98,Bus + BRT/Trolley + IPT (plan Metro/LRT corridors) (low density: prefer Bus/BRT + IPT; metro less efficient),"Based on population 1,323,363, density 1186.87, NA% short trips, and NA% medium trips."
Gujarat,Rajkot,Gondal,21.96,70.79,112197,1145,97.99,Short Trips (IPT/Bus Focus),352,0.3074,9.48,6.79,2.03,5.515,42657,2154,53069,58.2,89.8,19.6,41.8,100,76.25,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 112,197, density 97.99, NA% short trips, and NA% medium trips."
Gujarat,Rajkot,Jetpur Navagadh,21.75,70.62,118302,0,0,Short Trips (IPT/Bus Focus),3.082,0,11.92,6.55,1.92,7.165,45381,4235,52952,55.6,90.4,21.9,44.4,100,56.31,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 118,302, density 0.0, NA% short trips, and NA% medium trips."
Gujarat,Jamnagar,Jamnagar,22.47,70.06,600943,1901,316.12,Short Trips (IPT/Bus Focus),825.188,0.4341,28.08,5.93,2.23,6.181,417295,11899,238094,62.4,88.8,42.5,37.6,100,78.81,Bus System + IPT (dedicated lanes on major corridors),"Based on population 600,943, density 316.12, NA% short trips, and NA% medium trips."
Gujarat,Porbandar,Porbandar,21.64,69.61,152760,1145,133.41,Short Trips (IPT/Bus Focus),696.449,0.6083,10.34,5.64,2.38,5.882,63090,3208,82582,100,88.1,21.4,0,100,80.36,IPT + Mini/Small Buses + Walking & Cycling,"Based on population 152,760, density 133.41, NA% short trips, and NA% medium trips."
